Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Returned refugees,Total Population
2014,Norway,Thailand,31,0,31
2014,Norway,Tajikistan,17,0,23
2014,Norway,Turkmenistan,7,0,8
2014,Norway,Tunisia,1,0,19
2014,Norway,Turkey,97,0,133
2014,Norway,United Rep. of Tanzania,3,0,3
2014,Norway,Uganda,101,0,137
2014,Norway,Ukraine,8,0,47
2014,Norway,United States of America,3,0,3
2014,Norway,Uzbekistan,158,0,237
2014,Norway,Venezuela (Bolivarian Republic of),0,0,3
2014,Norway,Viet Nam,14,0,20
2014,Norway,Stateless,2655,0,5229
2014,Norway,Various/Unknown,58,0,58
2014,Norway,Yemen,133,0,197
2014,Norway,South Africa,0,0,1
2014,Norway,Zambia,2,0,2
2014,Norway,Zimbabwe,23,0,23
2014,Nepal,Afghanistan,16,0,67
2014,Nepal,Bangladesh,2,0,2
2014,Nepal,Bhutan,23059,0,23059
2014,Nepal,Dem. Rep. of the Congo,4,0,4
2014,Nepal,Algeria,0,0,2
2014,Nepal,Egypt,1,0,1
2014,Nepal,India,0,0,381
2014,Nepal,Iran (Islamic Rep. of),6,0,6
2014,Nepal,Iraq,3,0,3
2014,Nepal,Sri Lanka,16,0,26
2014,Nepal,Myanmar,101,0,118
2014,Nepal,Pakistan,262,0,318
2014,Nepal,Somalia,20,0,21
2014,Nepal,Tibetan,15000,0,15004
2014,Nauru,Afghanistan,29,0,81
2014,Nauru,Bangladesh,0,0,35
2014,Nauru,Ethiopia,0,0,2
2014,Nauru,Indonesia,2,0,6
2014,Nauru,India,0,0,21
2014,Nauru,Iran (Islamic Rep. of),168,0,364
2014,Nauru,Iraq,9,0,42
2014,Nauru,Lebanon,10,0,13
2014,Nauru,Sri Lanka,0,0,121
2014,Nauru,Myanmar,4,0,23
2014,Nauru,Nepal,2,0,13
2014,Nauru,Pakistan,62,0,126
2014,Nauru,Sudan,11,0,13
2014,Nauru,Somalia,43,0,69
2014,Nauru,Syrian Arab Rep.,0,0,5
2014,Nauru,Stateless,49,0,186
2014,Nauru,Various/Unknown,0,0,2
2014,New Zealand,Afghanistan,36,0,37
2014,New Zealand,Angola,1,0,1
2014,New Zealand,Albania,1,0,1
2014,New Zealand,Bangladesh,6,0,6
2014,New Zealand,Bulgaria,7,0,7
2014,New Zealand,Bahrain,22,0,22
2014,New Zealand,Bosnia and Herzegovina,0,2,2
2014,New Zealand,Belarus,3,0,3
2014,New Zealand,Brazil,1,0,3
2014,New Zealand,China,134,0,143
2014,New Zealand,Cameroon,4,0,5
2014,New Zealand,Dem. Rep. of the Congo,0,0,1
2014,New Zealand,Congo,7,0,7
2014,New Zealand,Colombia,10,0,12
2014,New Zealand,Cuba,3,0,3
2014,New Zealand,Czech Rep.,47,0,47
2014,New Zealand,Algeria,9,0,9
2014,New Zealand,Egypt,23,0,23
2014,New Zealand,Eritrea,7,0,7
2014,New Zealand,Ethiopia,9,0,9
2014,New Zealand,Fiji,16,0,32
2014,New Zealand,United Kingdom,0,0,1
2014,New Zealand,Georgia,1,0,1
2014,New Zealand,Ghana,0,0,1
2014,New Zealand,Hungary,0,0,3
2014,New Zealand,Indonesia,1,0,1
2014,New Zealand,India,5,0,8
2014,New Zealand,Iran (Islamic Rep. of),202,0,204
2014,New Zealand,Iraq,178,368,548
2014,New Zealand,Israel,3,0,3
2014,New Zealand,Jordan,15,0,16
2014,New Zealand,Japan,1,0,1
2014,New Zealand,Kenya,2,0,2
2014,New Zealand,Kyrgyzstan,8,0,8
2014,New Zealand,Cambodia,1,0,1
2014,New Zealand,Kiribati,0,0,1
2014,New Zealand,Rep. of Korea,1,0,2
2014,New Zealand,Kuwait,5,0,5
2014,New Zealand,Lebanon,5,0,5
2014,New Zealand,Libya,3,0,3
2014,New Zealand,Sri Lanka,92,0,100
2014,New Zealand,Madagascar,4,0,4
2014,New Zealand,Maldives,1,0,1
2014,New Zealand,Mexico,3,0,3
2014,New Zealand,The former Yugoslav Republic of Macedonia,0,0,1
2014,New Zealand,Myanmar,29,0,29
2014,New Zealand,Mongolia,1,0,1
2014,New Zealand,Malaysia,2,0,3
2014,New Zealand,Nigeria,2,0,2
2014,New Zealand,Nepal,14,0,16
2014,New Zealand,Pakistan,41,0,48
2014,New Zealand,Papua New Guinea,1,0,3
2014,New Zealand,Dem. People's Rep. of Korea,0,0,1
2014,New Zealand,Palestinian,18,0,18
2014,New Zealand,Russian Federation,3,0,4
2014,New Zealand,Rwanda,1,0,1
2014,New Zealand,Saudi Arabia,42,0,43
2014,New Zealand,Sudan,11,0,12
2014,New Zealand,El Salvador,4,0,4
2014,New Zealand,Somalia,30,0,31
2014,New Zealand,Serbia and Kosovo (S/RES/1244 (1999)),4,0,4
2014,New Zealand,Slovakia,5,0,5
2014,New Zealand,Syrian Arab Rep.,48,0,54
2014,New Zealand,Chad,1,0,1
2014,New Zealand,Thailand,1,0,1
2014,New Zealand,Tunisia,1,0,1
2014,New Zealand,Turkey,29,0,30
2014,New Zealand,Tuvalu,0,0,1
2014,New Zealand,Uganda,2,0,3
2014,New Zealand,Ukraine,0,0,1
2014,New Zealand,Uzbekistan,2,0,3
2014,New Zealand,Viet Nam,4,0,5
2014,New Zealand,Stateless,4,0,6
2014,New Zealand,Various/Unknown,120,0,299
2014,New Zealand,Yemen,1,0,2
2014,New Zealand,South Africa,4,0,4
2014,New Zealand,Zimbabwe,47,0,50
2014,Oman,Iraq,143,32,396
2014,Oman,Pakistan,1,0,1
2014,Oman,Sudan,0,0,4
2014,Oman,Syrian Arab Rep.,7,0,13
2014,Pakistan,Afghanistan,1504912,12991,1523363
2014,Pakistan,Algeria,17,0,24
2014,Pakistan,Ethiopia,4,0,5
2014,Pakistan,Ghana,1,0,1
2014,Pakistan,India,0,0,1
2014,Pakistan,Iran (Islamic Rep. of),56,0,66
2014,Pakistan,Iraq,43,0,53
2014,Pakistan,Myanmar,23,0,23
2014,Pakistan,Nigeria,0,0,2
2014,Pakistan,Pakistan,0,0,1451729
2014,Pakistan,Palestinian,16,0,16
2014,Pakistan,Russian Federation,7,0,7
2014,Pakistan,Rwanda,1,0,1
2014,Pakistan,Sudan,2,0,3
2014,Pakistan,Somalia,412,0,446
2014,Pakistan,Syrian Arab Rep.,16,0,17
2014,Pakistan,Turkey,7,0,7
2014,Pakistan,Uganda,1,0,1
2014,Pakistan,Uzbekistan,7,0,7
2014,Panama,Afghanistan,1,0,9
2014,Panama,Argentina,1,0,1
2014,Panama,Burkina Faso,1,0,1
2014,Panama,Bangladesh,0,0,18
2014,Panama,Bosnia and Herzegovina,3,0,3
2014,Panama,Belarus,7,0,7
2014,Panama,Côte d'Ivoire,0,0,3
2014,Panama,Cameroon,8,0,13
2014,Panama,Dem. Rep. of the Congo,5,0,5
2014,Panama,Congo,2,0,3
2014,Panama,Colombia,15551,0,16346
2014,Panama,Costa Rica,0,0,1
2014,Panama,Cuba,1118,0,1299
2014,Panama,Dominican Rep.,4,0,10
2014,Panama,Ecuador,0,0,5
2014,Panama,Eritrea,0,0,39
2014,Panama,Ethiopia,2,0,5
2014,Panama,Ghana,2,0,2
2014,Panama,Guatemala,12,0,16
2014,Panama,Honduras,1,0,1
2014,Panama,Croatia,3,0,3
2014,Panama,Haiti,16,0,16
2014,Panama,Iran (Islamic Rep. of),3,0,3
2014,Panama,Jamaica,0,0,1
2014,Panama,Saint Kitts and Nevis,0,0,1
2014,Panama,Liberia,3,0,5
2014,Panama,Sri Lanka,0,0,1
2014,Panama,Lithuania,1,0,1
2014,Panama,Madagascar,0,0,1
2014,Panama,Mexico,4,0,4
2014,Panama,The former Yugoslav Republic of Macedonia,1,0,1
2014,Panama,Namibia,0,0,1
2014,Panama,Nigeria,10,0,45
2014,Panama,Nicaragua,173,0,201
2014,Panama,Nepal,0,0,16
2014,Panama,Peru,23,0,23
2014,Panama,Palestinian,0,0,1
2014,Panama,Romania,2,0,2
2014,Panama,Russian Federation,2,0,2
2014,Panama,Rwanda,1,0,1
2014,Panama,Sudan,4,0,4
2014,Panama,Sierra Leone,1,0,1
2014,Panama,El Salvador,271,0,335
2014,Panama,Somalia,1,0,105
2014,Panama,Chad,2,0,2
2014,Panama,United Rep. of Tanzania,0,0,1
2014,Panama,Ukraine,2,0,3
2014,Panama,United States of America,1,0,1
2014,Panama,Venezuela (Bolivarian Republic of),27,0,103
2014,Panama,Stateless,0,0,2
2014,Panama,Zimbabwe,2,0,2
2014,Peru,Argentina,0,0,1
2014,Peru,Armenia,1,0,1
2014,Peru,Bangladesh,12,0,15
2014,Peru,Bulgaria,2,0,2
2014,Peru,Bosnia and Herzegovina,5,0,5
2014,Peru,Belarus,2,0,2
2014,Peru,Bolivia (Plurinational State of),7,0,9
2014,Peru,China,2,0,2
2014,Peru,Côte d'Ivoire,0,0,1
2014,Peru,Dem. Rep. of the Congo,1,0,2
2014,Peru,Congo,1,0,1
2014,Peru,Colombia,507,0,706
2014,Peru,Cuba,501,0,516
2014,Peru,Czech Rep.,1,0,1
2014,Peru,Germany,1,0,1
2014,Peru,Dominican Rep.,5,0,19
2014,Peru,Ecuador,4,0,4
2014,Peru,Egypt,0,0,1
2014,Peru,Georgia,2,0,2
2014,Peru,Ghana,1,0,4
2014,Peru,Gambia,4,0,4
2014,Peru,Guatemala,1,0,1
2014,Peru,Guyana,0,0,1
2014,Peru,Haiti,24,0,66
2014,Peru,Hungary,6,0,6
2014,Peru,India,2,0,3
2014,Peru,Iran (Islamic Rep. of),10,0,10
2014,Peru,Iraq,17,0,17
2014,Peru,Jordan,2,0,2
2014,Peru,Kenya,0,0,2
2014,Peru,Kyrgyzstan,2,0,2
2014,Peru,Lebanon,1,0,1
2014,Peru,Sri Lanka,0,0,7
2014,Peru,Namibia,1,0,1
2014,Peru,Niger,1,0,3
2014,Peru,Nigeria,12,0,21
2014,Peru,Pakistan,1,0,11
2014,Peru,Poland,4,0,4
2014,Peru,Palestinian,27,0,31
2014,Peru,Romania,1,0,1
2014,Peru,Russian Federation,16,0,17
2014,Peru,Sierra Leone,1,0,2
2014,Peru,El Salvador,3,0,7
2014,Peru,Somalia,2,0,2
2014,Peru,Serbia and Kosovo (S/RES/1244 (1999)),64,0,65
2014,Peru,Syrian Arab Rep.,20,0,22
2014,Peru,United Rep. of Tanzania,1,0,1
2014,Peru,Uganda,1,0,1
2014,Peru,Ukraine,4,0,6
2014,Peru,Venezuela (Bolivarian Republic of),17,0,70
2014,Peru,Viet Nam,1,0,1
2014,Peru,Stateless,1,0,3
2014,Peru,South Africa,1,0,4
2014,Philippines,Afghanistan,5,0,5
2014,Philippines,Armenia,1,0,1
2014,Philippines,Bangladesh,0,0,3
2014,Philippines,China,2,0,4
2014,Philippines,Côte d'Ivoire,8,0,9
2014,Philippines,Dem. Rep. of the Congo,5,0,5
2014,Philippines,Congo,1,0,1
2014,Philippines,Egypt,1,0,1
2014,Philippines,Eritrea,4,0,5
2014,Philippines,Ethiopia,2,0,4
2014,Philippines,Ghana,0,0,1
2014,Philippines,Iran (Islamic Rep. of),47,0,55
2014,Philippines,Iraq,21,0,37
2014,Philippines,Jordan,0,0,1
2014,Philippines,Lebanon,1,0,2
2014,Philippines,Liberia,2,0,4
2014,Philippines,Sri Lanka,17,0,17
2014,Philippines,Myanmar,6,0,6
2014,Philippines,Malaysia,0,0,1
2014,Philippines,Nigeria,0,0,2
2014,Philippines,Oman,1,0,1
2014,Philippines,Pakistan,13,0,20
2014,Philippines,Philippines,0,0,241148
2014,Philippines,Palestinian,34,0,40
2014,Philippines,Russian Federation,0,0,1
2014,Philippines,Rwanda,7,0,10
2014,Philippines,Saudi Arabia,1,0,2
2014,Philippines,Sudan,4,0,5
2014,Philippines,Somalia,6,0,15
2014,Philippines,Syrian Arab Rep.,19,0,54
2014,Philippines,Thailand,2,0,3
2014,Philippines,Turkey,0,0,1
2014,Philippines,United Rep. of Tanzania,0,0,1
2014,Philippines,Uganda,5,0,5
2014,Philippines,United States of America,0,0,1
2014,Philippines,Viet Nam,4,0,72
2014,Philippines,Stateless,3,0,6374
2014,Palau,Ghana,1,0,1
2014,Papua New Guinea,Afghanistan,27,0,96
2014,Papua New Guinea,Bangladesh,2,0,57
2014,Papua New Guinea,Algeria,0,0,1
2014,Papua New Guinea,Ecuador,1,0,1
2014,Papua New Guinea,Ethiopia,1,0,1
2014,Papua New Guinea,Indonesia,9368,0,9368
2014,Papua New Guinea,India,0,0,6
2014,Papua New Guinea,Iran (Islamic Rep. of),35,0,41
2014,Papua New Guinea,Iraq,8,0,8
2014,Papua New Guinea,Lebanon,0,0,4
2014,Papua New Guinea,Sri Lanka,0,0,24
2014,Papua New Guinea,Morocco,1,0,1
2014,Papua New Guinea,Myanmar,0,0,49
2014,Papua New Guinea,Nepal,0,0,10
2014,Papua New Guinea,Pakistan,26,0,59
2014,Papua New Guinea,Palestinian,0,0,1
2014,Papua New Guinea,Sudan,18,0,86
2014,Papua New Guinea,Somalia,6,0,50
2014,Papua New Guinea,Syrian Arab Rep.,1,0,2
2014,Papua New Guinea,Uganda,1,0,1
2014,Papua New Guinea,Stateless,15,0,44
2014,Poland,Afghanistan,93,0,97
2014,Poland,Armenia,80,0,124
2014,Poland,Azerbaijan,11,0,11
2014,Poland,Bangladesh,6,0,14
2014,Poland,Belarus,205,0,224
2014,Poland,Bhutan,1,0,1
2014,Poland,China,14,0,18
2014,Poland,Côte d'Ivoire,1,0,1
2014,Poland,Cameroon,8,0,10
2014,Poland,Dem. Rep. of the Congo,2,0,2
2014,Poland,Congo,9,0,11
2014,Poland,Cuba,9,0,14
2014,Poland,Djibouti,1,0,1
2014,Poland,Algeria,3,0,6
2014,Poland,Egypt,31,0,38
2014,Poland,Eritrea,19,0,23
2014,Poland,Ethiopia,3,0,5
2014,Poland,Georgia,70,0,300
2014,Poland,Gambia,0,0,1
2014,Poland,Guinea-Bissau,1,0,1
2014,Poland,India,5,0,12
2014,Poland,Iran (Islamic Rep. of),18,0,26
2014,Poland,Iraq,154,0,169
2014,Poland,Jordan,0,0,1
2014,Poland,Kazakhstan,49,0,53
2014,Poland,Kenya,5,0,5
2014,Poland,Kyrgyzstan,34,0,72
2014,Poland,Lao People's Dem. Rep.,1,0,1
2014,Poland,Lebanon,2,0,2
2014,Poland,Liberia,1,0,1
2014,Poland,Libya,8,0,13
2014,Poland,Sri Lanka,54,0,60
2014,Poland,Morocco,1,0,2
2014,Poland,Rep. of Moldova,3,0,5
2014,Poland,The former Yugoslav Republic of Macedonia,1,0,1
2014,Poland,Mongolia,19,0,22
2014,Poland,Nigeria,11,0,15
2014,Poland,Nepal,9,0,11
2014,Poland,Pakistan,18,0,49
2014,Poland,Philippines,1,0,1
2014,Poland,Dem. People's Rep. of Korea,1,0,1
2014,Poland,Palestinian,13,0,20
2014,Poland,Russian Federation,14277,0,15288
2014,Poland,Rwanda,2,0,4
2014,Poland,Sudan,6,0,6
2014,Poland,Senegal,4,0,4
2014,Poland,Sierra Leone,1,0,1
2014,Poland,Somalia,59,0,59
2014,Poland,Serbia and Kosovo (S/RES/1244 (1999)),3,0,3
2014,Poland,Syrian Arab Rep.,240,0,274
2014,Poland,Togo,3,0,4
2014,Poland,Tajikistan,0,0,26
2014,Poland,Turkmenistan,10,0,20
2014,Poland,Tunisia,2,0,5
2014,Poland,Turkey,29,0,38
2014,Poland,Uganda,4,0,6
2014,Poland,Ukraine,35,0,1112
2014,Poland,United States of America,2,0,2
2014,Poland,Uzbekistan,12,0,19
2014,Poland,Viet Nam,15,0,28
2014,Poland,Stateless,60,0,10903
2014,Poland,Various/Unknown,1,0,2
2014,Poland,Zambia,0,0,2
2014,Poland,Zimbabwe,1,0,1
2014,Portugal,Afghanistan,10,0,12
2014,Portugal,Angola,2,0,8
2014,Portugal,Albania,2,0,3
2014,Portugal,Armenia,3,0,3
2014,Portugal,Benin,0,0,1
2014,Portugal,Bangladesh,2,0,4
2014,Portugal,Bosnia and Herzegovina,11,0,11
2014,Portugal,Belarus,19,0,19
2014,Portugal,Central African Rep.,2,0,3
2014,Portugal,China,0,0,1
2014,Portugal,Côte d'Ivoire,27,0,41
2014,Portugal,Cameroon,8,0,14
2014,Portugal,Dem. Rep. of the Congo,57,0,69
2014,Portugal,Congo,1,0,7
2014,Portugal,Colombia,77,0,83
2014,Portugal,Comoros,18,0,18
2014,Portugal,Cuba,9,0,11
2014,Portugal,Egypt,0,0,1
2014,Portugal,Eritrea,29,0,33
2014,Portugal,Spain,0,0,1
2014,Portugal,Ethiopia,3,0,9
2014,Portugal,Georgia,3,0,3
2014,Portugal,Ghana,2,0,3
2014,Portugal,Guinea,86,0,87
2014,Portugal,Gambia,4,0,4
2014,Portugal,Guinea-Bissau,13,0,20
2014,Portugal,India,4,0,5
2014,Portugal,Iran (Islamic Rep. of),19,0,24
2014,Portugal,Iraq,7,0,7
2014,Portugal,Jordan,0,0,1
2014,Portugal,Kenya,6,0,6
2014,Portugal,Liberia,3,0,3
2014,Portugal,Libya,6,0,10
2014,Portugal,Sri Lanka,31,0,38
2014,Portugal,Morocco,3,0,10
2014,Portugal,The former Yugoslav Republic of Macedonia,2,0,5
2014,Portugal,Mali,6,0,10
2014,Portugal,Myanmar,3,0,3
2014,Portugal,Mauritania,3,0,3
2014,Portugal,Malaysia,0,0,1
2014,Portugal,Niger,0,0,1
2014,Portugal,Nigeria,22,0,26
2014,Portugal,Nepal,1,0,1
2014,Portugal,Pakistan,26,0,53
2014,Portugal,Peru,2,0,2
2014,Portugal,Palestinian,5,0,6
2014,Portugal,Russian Federation,22,0,31
2014,Portugal,Rwanda,3,0,4
2014,Portugal,Saudi Arabia,1,0,2
2014,Portugal,Sudan,3,0,3
2014,Portugal,Senegal,7,0,9
2014,Portugal,Sierra Leone,12,0,34
2014,Portugal,Somalia,46,0,49
2014,Portugal,Serbia and Kosovo (S/RES/1244 (1999)),1,0,1
2014,Portugal,Syrian Arab Rep.,15,0,30
2014,Portugal,Togo,3,0,6
2014,Portugal,Turkey,3,0,4
2014,Portugal,Uganda,3,0,3
2014,Portugal,Ukraine,16,0,153
2014,Portugal,United States of America,0,0,1
2014,Portugal,Uzbekistan,1,0,1
2014,Portugal,Stateless,0,0,14
2014,Portugal,Various/Unknown,24,0,24
2014,Portugal,Yemen,1,0,2
2014,Portugal,South Africa,0,0,1
2014,Portugal,Zimbabwe,1,0,1
2014,Paraguay,Burkina Faso,0,0,1
2014,Paraguay,Bolivia (Plurinational State of),17,0,17
2014,Paraguay,Cameroon,0,0,1
2014,Paraguay,Congo,1,0,1
2014,Paraguay,Colombia,39,1,40
2014,Paraguay,Cuba,66,0,66
2014,Paraguay,Germany,1,0,1
2014,Paraguay,Iran (Islamic Rep. of),1,0,1
2014,Paraguay,Iraq,6,0,6
2014,Paraguay,Sri Lanka,0,0,1
2014,Paraguay,Russian Federation,8,0,8
2014,Paraguay,Sierra Leone,1,0,1
2014,Paraguay,Sweden,0,0,1
2014,Paraguay,Syrian Arab Rep.,7,0,16
2014,Paraguay,Viet Nam,6,0,6
2014,Qatar,Ethiopia,0,0,1
2014,Qatar,Iraq,110,0,196
2014,Qatar,Pakistan,1,0,1
2014,Qatar,Sudan,0,0,1
2014,Qatar,Somalia,8,0,8
2014,Qatar,Syrian Arab Rep.,14,0,14
2014,Qatar,Stateless,0,0,1200
2014,Romania,Afghanistan,120,0,159
2014,Romania,Angola,1,0,1
2014,Romania,Albania,0,0,1
2014,Romania,Armenia,1,0,2
2014,Romania,Azerbaijan,0,0,1
2014,Romania,Burundi,1,0,1
2014,Romania,Bangladesh,2,0,10
2014,Romania,Bosnia and Herzegovina,2,0,3
2014,Romania,Central African Rep.,6,0,7
2014,Romania,China,1,0,24
2014,Romania,Côte d'Ivoire,4,0,7
2014,Romania,Cameroon,25,0,30
2014,Romania,Dem. Rep. of the Congo,16,0,17
2014,Romania,Congo,11,0,12
2014,Romania,Colombia,1,0,1
2014,Romania,Cuba,3,0,3
2014,Romania,Dominican Rep.,0,0,1
2014,Romania,Algeria,5,0,10
2014,Romania,Egypt,17,0,27
2014,Romania,Eritrea,10,0,10
2014,Romania,Ethiopia,3,0,5
2014,Romania,Georgia,2,0,5
2014,Romania,Ghana,0,0,1
2014,Romania,Guinea,6,0,6
2014,Romania,Gambia,2,0,3
2014,Romania,Croatia,1,0,1
2014,Romania,India,1,0,3
2014,Romania,Iran (Islamic Rep. of),65,0,75
2014,Romania,Iraq,323,33,382
2014,Romania,Jordan,5,0,9
2014,Romania,Kenya,3,0,3
2014,Romania,Lebanon,3,0,5
2014,Romania,Liberia,2,0,2
2014,Romania,Libya,0,0,1
2014,Romania,Sri Lanka,0,0,1
2014,Romania,Morocco,1,0,1
2014,Romania,Rep. of Moldova,0,0,1
2014,Romania,Mali,0,0,1
2014,Romania,Myanmar,44,0,44
2014,Romania,Mauritania,1,0,2
2014,Romania,Nigeria,5,0,11
2014,Romania,Pakistan,25,0,56
2014,Romania,Philippines,0,0,6
2014,Romania,Palestinian,35,0,42
2014,Romania,Russian Federation,1,0,1
2014,Romania,Rwanda,7,0,7
2014,Romania,Sudan,18,0,20
2014,Romania,Senegal,2,0,4
2014,Romania,Sierra Leone,4,0,4
2014,Romania,Somalia,21,0,24
2014,Romania,Serbia and Kosovo (S/RES/1244 (1999)),4,0,6
2014,Romania,Syrian Arab Rep.,1278,0,1392
2014,Romania,Tunisia,0,0,3
2014,Romania,Turkey,21,0,33
2014,Romania,Ukraine,13,0,22
2014,Romania,Viet Nam,0,0,2
2014,Romania,Stateless,55,0,358
2014,Romania,Zimbabwe,5,0,5
2014,Russian Federation,Afghanistan,1104,39,1338
2014,Russian Federation,Armenia,1,0,8
2014,Russian Federation,Azerbaijan,11,0,14
2014,Russian Federation,Bangladesh,9,0,12
2014,Russian Federation,Belarus,4,0,7
2014,Russian Federation,China,5,0,8
2014,Russian Federation,Côte d'Ivoire,1,0,4
2014,Russian Federation,Dem. Rep. of the Congo,9,0,9
2014,Russian Federation,Congo,2,0,4
2014,Russian Federation,Algeria,0,0,1
2014,Russian Federation,Egypt,23,0,43
2014,Russian Federation,Eritrea,3,0,5
2014,Russian Federation,Ethiopia,2,0,3
2014,Russian Federation,United Kingdom,0,0,1
2014,Russian Federation,Georgia,537,0,589
2014,Russian Federation,Guinea,2,0,4
2014,Russian Federation,Gambia,1,0,1
2014,Russian Federation,India,1,1,3
2014,Russian Federation,Iran (Islamic Rep. of),7,2,11
2014,Russian Federation,Iraq,13,19,40
2014,Russian Federation,Israel,0,0,2
2014,Russian Federation,Italy,1,0,2
2014,Russian Federation,Jordan,3,0,4
2014,Russian Federation,Kazakhstan,5,0,9
2014,Russian Federation,Kyrgyzstan,38,0,51
2014,Russian Federation,Lebanon,8,0,11
2014,Russian Federation,Liberia,1,0,1
2014,Russian Federation,Sri Lanka,1,0,1
2014,Russian Federation,Latvia,2,0,2
2014,Russian Federation,Rep. of Moldova,11,0,20
2014,Russian Federation,Nigeria,1,0,3
2014,Russian Federation,Nepal,0,0,1
2014,Russian Federation,Pakistan,2,0,4
2014,Russian Federation,Dem. People's Rep. of Korea,56,0,62
2014,Russian Federation,Portugal,1,0,1
2014,Russian Federation,Palestinian,9,0,15
2014,Russian Federation,Sudan,5,0,12
2014,Russian Federation,Somalia,0,0,1
2014,Russian Federation,Serbia and Kosovo (S/RES/1244 (1999)),2,0,2
2014,Russian Federation,Syrian Arab Rep.,1927,0,2340
2014,Russian Federation,Tajikistan,22,0,32
2014,Russian Federation,Turkmenistan,10,0,15
2014,Russian Federation,Tunisia,1,0,2
2014,Russian Federation,Turkey,1,0,3
2014,Russian Federation,Ukraine,231787,0,234016
2014,Russian Federation,United States of America,6,0,8
2014,Russian Federation,Uzbekistan,110,0,152
2014,Russian Federation,Viet Nam,0,0,4
2014,Russian Federation,Stateless,0,0,113474
2014,Russian Federation,Various/Unknown,5,0,2142
2014,Rwanda,Afghanistan,6,0,7
2014,Rwanda,Angola,6,0,6
2014,Rwanda,Burundi,388,0,435
2014,Rwanda,Central African Rep.,0,0,2
2014,Rwanda,Dem. Rep. of the Congo,73400,0,73760
2014,Rwanda,Eritrea,1,0,2
2014,Rwanda,Ethiopia,3,0,4
2014,Rwanda,Haiti,1,0,1
2014,Rwanda,Kenya,0,0,1
2014,Rwanda,Rwanda,0,0,99
2014,Rwanda,Somalia,3,0,8
2014,Rwanda,Chad,7,0,7
2014,Rwanda,Uganda,5,0,5
2014,Saudi Arabia,Afghanistan,0,0,7
2014,Saudi Arabia,China,14,0,18
2014,Saudi Arabia,Eritrea,376,0,376
2014,Saudi Arabia,Ethiopia,3,0,8
2014,Saudi Arabia,Iraq,32,56,130
2014,Saudi Arabia,Liberia,27,0,27
2014,Saudi Arabia,Myanmar,1,0,1
2014,Saudi Arabia,Palestinian,22,0,22
2014,Saudi Arabia,Russian Federation,2,0,2
2014,Saudi Arabia,Sudan,31,0,40
2014,Saudi Arabia,Somalia,21,0,40
2014,Saudi Arabia,Syrian Arab Rep.,18,0,30
2014,Saudi Arabia,Chad,1,0,1
2014,Saudi Arabia,Tunisia,6,0,6
2014,Saudi Arabia,Uganda,0,0,1
2014,Saudi Arabia,Uzbekistan,7,0,7
2014,Saudi Arabia,Stateless,0,0,70000
2014,Saudi Arabia,Yemen,0,0,1
2014,Sudan,Armenia,5,0,5
2014,Sudan,Burundi,2,0,2
2014,Sudan,Central African Rep.,4113,0,4116
2014,Sudan,Cameroon,0,0,1
2014,Sudan,Dem. Rep. of the Congo,61,0,797
2014,Sudan,Congo,0,0,3
2014,Sudan,Algeria,1,0,1
2014,Sudan,Egypt,10,0,33
2014,Sudan,Eritrea,109196,0,110312
2014,Sudan,Ethiopia,5495,0,13447
2014,Sudan,Guinea,1,0,1
2014,Sudan,Gambia,1,0,1
2014,Sudan,India,0,0,2
2014,Sudan,Iraq,16,0,30
2014,Sudan,Kenya,2,0,2
2014,Sudan,Liberia,0,0,3
2014,Sudan,Libya,2,0,2
2014,Sudan,Mali,0,0,2
2014,Sudan,Nigeria,0,0,3
2014,Sudan,Palestinian,43,0,95
2014,Sudan,Sudan,0,0,2194525
2014,Sudan,Sierra Leone,0,0,2
2014,Sudan,Somalia,181,0,220
2014,Sudan,South Sudan,115451,0,115451
2014,Sudan,Syrian Arab Rep.,797,0,1035
2014,Sudan,Chad,42334,53,42390
2014,Sudan,Tunisia,1,0,1
2014,Sudan,United Rep. of Tanzania,1,0,1
2014,Sudan,Uganda,2,0,2
2014,Sudan,Various/Unknown,116,0,3203
2014,Sudan,Yemen,1,0,1
2014,Sudan,Zimbabwe,1,0,1
2014,Senegal,Afghanistan,0,0,9
2014,Senegal,Angola,1,0,13
2014,Senegal,Burundi,50,0,63
2014,Senegal,Benin,0,0,4
2014,Senegal,Burkina Faso,0,0,3
2014,Senegal,Central African Rep.,0,0,501
2014,Senegal,Côte d'Ivoire,48,0,340
2014,Senegal,Cameroon,12,0,48
2014,Senegal,Dem. Rep. of the Congo,22,0,271
2014,Senegal,Congo,19,0,262
2014,Senegal,Cuba,0,0,1
2014,Senegal,Algeria,9,0,19
2014,Senegal,Eritrea,0,0,2
2014,Senegal,Ethiopia,2,0,4
2014,Senegal,France,0,0,3
2014,Senegal,Gabon,0,0,2
2014,Senegal,Ghana,1,0,32
2014,Senegal,Guinea,14,0,117
2014,Senegal,Gambia,36,0,213
2014,Senegal,Guinea-Bissau,0,0,93
2014,Senegal,Haiti,0,0,3
2014,Senegal,India,0,0,3
2014,Senegal,Iran (Islamic Rep. of),0,0,1
2014,Senegal,Iraq,0,0,1
2014,Senegal,Liberia,61,0,439
2014,Senegal,Sri Lanka,0,0,81
2014,Senegal,Mali,1,0,47
2014,Senegal,Mauritania,13699,0,13768
2014,Senegal,Niger,0,0,4
